年,月日,データ種別,事柄,終了年,終了月日,地域,詳細レベル,区分,関連国,補足,キーワード,,,,
1929,,5,11/7 ソ連でスターリンが権力を握る。,1929,,欧米,2,,露,,,,,,
1929,,5,12/29 ラホールでの国民会議派大会でネルーら「完全独立」を掲げる。,1929,,アジア,2,,印,,,,,,
1929,,5,2/11 イタリア、ラテラノ条約を締結。ヴァチカン市国独立。,1929,,欧米,2,,伊,,,,,,
1929,,5,6/5 イギリス、第２次マクドナルド内閣。初の労働党単独内閣成立。,1929,,欧米,2,,英,,,,,,
1929,,5,8/31 ドイツ、ヤング案を受け入れ。,1929,,欧米,2,,独,,,,,,
1930,,5,5/6 中国の関税自主権の回復を承認。,1930,,アジア,1,,中国,,,,,,
1930,,5,1/21 ロンドン軍縮会議開催。→　調印4/22,1930,,欧米,2,,,,,,,,
1930,,5,1/26 ガンディー、第２次非暴力・不服従運動を開始。,1930,,アジア,2,,印,,,,,,
1930,,5,2/3 インドシナ共産党（現ベトナム共産党）結成。,1930,,アジア,2,,ベトナム,,,,,,
1930,,5,3/12 インドで、塩の行進始まる。,1930,,アジア,2,,印,,,,,,
1930,,5,6/17 アメリカ、フーヴァー大統領、スムート・ホーリー法制定。,1930,,欧米,2,,米,,,,,,
1930,,5,10/27 日本統治下の台湾で霧社事件起きる。,1930,,日本,1,,日本,,,,,,
1931,,5,11/7 瑞金に中華ソヴィエト共和国臨時政府成立。,1931,,アジア,1,,中国,,,,,,
1931,,5,9/18 柳条湖事件。満州事変始まる。,1931,,アジア,1,,中国,,,,,,
1931,,5,12/11 ウェストミンスター憲章を制定、イギリス連邦が発足。,1931,,欧米,2,,英,,,,,,
1931,,5,4/14 スペイン革命。スペイン第二共和政成立。,1931,,欧米,2,,西,,,,,,
1931,,5,6/20 フーヴァー大統領、フーヴァー・モラトリアム声明。,1931,,欧米,2,,米,,,,,,
1931,,5,8/25 英、マクドナルド挙国一致内閣成立。,1931,,欧米,2,,,,,,,,
1931,,5,9/21 イギリスの金本位制停止。,1931,,欧米,2,,英,,,,,,
1931,,5,9/7 第二回英印円卓会議にガンディーが参加。,1931,,アジア,2,,印,,,,,,
1932,,5,1/28 上海事変（第一次）。,1932,,アジア,1,,中国,,,,,,
1932,,5,3/1 満州国建国宣言。,1932,,アジア,1,,中国,,,,,,
1932,,5,10 イラク王国、イギリスの委任統治終わり、独立。,1932,,欧米,2,,英,,,,,,
1932,,5,2/2 ジュネーヴ軍縮会議始まる。（～1934）,1932,,欧米,2,,,,,,,,
1932,,5,2/29 国際連盟のリットン調査団来日。,1932,,日本,2,,,,,,,,
1932,,5,3/1 イギリス、保護関税法を制定。,1932,,欧米,2,,英,,,,,,
1932,,5,6/24 タイ立憲革命。ピブン政権成立。,1932,,アジア,2,,タイ,,,,,,
1932,,5,7/21 イギリス連邦諸国、オタワ連邦会議。,1932,,欧米,2,,英,,,,,,
1932,,5,7/31 ドイツ総選挙、ナチス第一党となる。,1932,,欧米,2,,独,,,,,,
1932,,5,7/5 ポルトガル、サラザール独裁政治始まる。,1932,,欧米,2,,葡,,,,,,
1932,,5,7/9 ローザンヌ会議で賠償協定調印。,1932,,欧米,2,,,,,,,,
1932,,5,8/27 アムステルダム国際反戦大会開催。,1932,,欧米,2,,,,,,,,
1932,,5,9/18 イブン・サウード、サウジアラビア王国樹立。,1932,,アジア,2,,中東,,,,,,
1932,,5,10/1 リットン調査団報告書、日本・中国に手交される。,1932,,日本,1,,日本,,,,,,
1932,,10,5/15 五・一五事件。犬養首相ら殺害される,1932,,日本,1,,日本,,,,,,
1933,,5,5/31 日中の塘沽停戦協定成立。,1933,,アジア,1,,中国,,,,,,
1933,,5,1/30 ドイツ、ヒトラー内閣成立。,1933,,欧米,2,,独,,,,,,
1933,,5,10/14 ドイツの国際連盟脱退。,1933,,欧米,2,,独,,,,,,
1933,,5,11/17 アメリカのソ連の承認。,1933,,欧米,2,,米,,,,,,
1933,,5,2/27 ドイツ、国会議事堂放火事件。3/9 ディミトロフら逮捕される。,1933,,欧米,2,,独,,,,,,
1933,,5,3/23 ドイツ議会、全権委任法通過。,1933,,欧米,2,,独,,,,,,
1933,,5,3/4 アメリカ、フランクリン・ローズヴェルト大統領、ニューディール政策を開始。,1933,,欧米,2,,米,,,,,,
1933,,5,4/19 アメリカの金本位制停止。,1933,,欧米,2,,米,,,,,,
1933,,5,6/12 ロンドン世界通貨経済会議開催。成果なく終わる。,1933,,欧米,2,,,,,,,,
1933,,5,7/3 東欧諸国、侵略の定義に関する条約調印。,1933,,欧米,2,,,,,,,,
1933,,5,2/23 日本軍、熱河作戦実行。長城を越え北平に迫る。,1933,,日本,1,,日本,,,,,,
1933,,5,2/24 国際連盟、リットン報告書をもとに日本に対する撤兵勧告可決。,1933,,日本,1,,日本,,,,,,
1933,,5,3/27 日本の国際連盟脱退。,1933,,日本,1,,日本,,,,,,
1933,,5,日中の塘沽停戦協定成立。,1933,,日本,1,,日本,,,,,,
1934,,5,10/15 中国共産党、長征開始。,1934,,アジア,1,,中国,,,,,,
1934,,5,3/1 満州国、帝政となり溥儀が即位。,1934,,アジア,1,,中国,,,,,,
1934,,5,8/2 ヒトラー総統となる。フューラー国家。,1934,,欧米,2,,独,,,,,,
1934,,5,9/18 ソ連の国際連盟加盟。,1934,,欧米,2,,露,,,,,,
1934,,5,12/3 ワシントン海軍軍備制限条約破棄を通告。,1934,,日本,1,,日本,,,,,,
1935,,5,1/15 遵義会議で毛沢東が中国共産党の主導権を握る。,1935,,アジア,1,,中国,,,,,,
1935,,5,10* 中国共産党、長征を終える。,1935,,アジア,1,,中国,,,,,,
1935,,5,11/3 中国の通貨統一（幣制改革）。,1935,,アジア,1,,中国,,,,,,
1935,,5,12/9 日本の華北分離工作に抗議し、中国で十二・九学生運動起こる。,1935,,アジア,1,,中国,,,,,,
1935,,5,8/1 中国共産党の八・一宣言。,1935,,アジア,1,,中国,,,,,,
1935,,5,8/2 新インド統治法成立。,1935,,アジア,1,,印,,,,,,
1935,,5,1/13 ドイツ、住民投票でザール編入を決める。,1935,,欧米,2,,独,,,,,,
1935,,5,10/3 ムッソリーニ、エチオピア侵入を実行。,1935,,欧米,2,,伊,,,,,,
1935,,5,3/16 ドイツの再軍備宣言。,1935,,欧米,2,,独,,,,,,
1935,,5,4/11 ストレーザ戦線成立。,1935,,欧米,2,,,,,,,,
1935,,5,5/2 仏ソ相互援助条約調印。,1935,,欧米,2,,,,,,,,
1935,,5,6/18 英独海軍協定。,1935,,欧米,2,,,,,,,,
1935,,5,7/14 フランス人民戦線成立。,1935,,欧米,2,,仏,,,,,,
1935,,5,7/25 コミンテルン第７回大会、反ファシズム人民戦線に転換。,1935,,欧米,2,,,,,,,,
1935,,5,7/5 アメリカ、ワグナー法制定。,1935,,欧米,2,,米,,,,,,
1935,,5,8/31 アメリカ議会、中立法承認。,1935,,欧米,2,,米,,,,,,
1935,,5,9/15 ドイツ、ニュルンベルク法制定。ユダヤ人排斥強まる。,1935,,欧米,2,,独,,,,,,
1935,,5, 川端康成　雪国,1935,,日本,1,2,日本,,,,,,
1936,,5,12/12 西安事件。,1936,,アジア,1,,中国,,,,,,
1936,,5,1/15 スペイン人民戦線成立。,1936,,欧米,2,,西,,,,,,
1936,,5,10/25 ベルリン・ローマ枢軸形成。,1936,,欧米,2,,ローマ,,,,,,
1936,,5,12/5 ソ連、スターリン憲法を採択。,1936,,欧米,2,,露,,,,,,
1936,,5,2/26 二・二六事件。,1936,,日本,2,,,,,,,,
1936,,5,3/7 ドイツ、ロカルノ条約を破棄、ラインラント進駐。,1936,,欧米,2,,独,,,,,,
1936,,5,5/9 イタリア、エチオピア併合。,1936,,欧米,2,,伊,,,,,,
1936,,5,6/4 フランス、人民戦線によるレオン・ブルム内閣成立。,1936,,欧米,2,,仏,,,,,,
1936,,5,7/17 スペイン内戦（スペイン戦争）始まる。,1936,,欧米,2,,西,,,,,,
1936,,5,8/1 ベルリン=オリンピック開幕。,1936,,欧米,2,,,,,,,,
1936,,5,8/26 エジプト・イギリス同盟条約。イギリス、スエズ運河駐留を除きエジプトから撤退。,1936,,欧米,2,,英:エジプト,,,,,,
1936,,5,8/4 ギリシア、メタクサス将軍のクーデタ。,1936,,欧米,2,,ギリシア,,,,,,
1936,,5,この年、ケインズ『雇用・利子および貨幣の一般的理論』発表,1936,,欧米,2,2,,,,,,,
1936,,5,ソ連のスターリン体制の下で粛清が行われる。,1936,,欧米,2,,露,,,,,,
1936,,5,11/25 日独防共協定締結。,1936,,日本,1,,日本,,,,,,
1937,,5,10/30 中国国民党政府、重慶に遷都決定。,1937,,アジア,1,,中国,,,,,,
1937,,5,12/1 中国国民党政府、重慶に遷都。,1937,,アジア,1,,中国,,,,,,
1937,,5,7/7 盧溝橋事件。日中戦争始まる。,1937,,アジア,1,,中国,,,,,,
1937,,5,8/13 第２次上海事変。日中戦争全面拡大。,1937,,アジア,1,,中国,,,,,,
1937,,5,8/21 蔣介石・スターリン、中ソ不可侵条約を締結。,1937,,アジア,1,,中国,,,,,,
1937,,5,10/5 フランクリン・ルーズベルト大統領、隔離演説。,1937,,欧米,2,,,,,,,,
1937,,5,4/26 ドイツ空軍によるゲルニカ爆撃。,1937,,欧米,2,,独,,,,,,
1937,,5,9/23 第２次国共合作成立。,1937,,欧米,2,,,,,,,,
1937,,5,第２次上海事変。日中戦争全面拡大。,1937,,日本,1,,日本,,,,,,
1937,,5,11/6 日独伊防共協定締結。,1937,,日本,1,,日本,,,,,,
1937,,5,12/13 日本軍、南京占領。南京虐殺事件起きる。,1937,,日本,1,,日本,,,,,,
1937,,10,盧溝橋事件。日中戦争始まる。,1937,,日本,1,,日本,,,,,,
1938,,5,7/29 満州東部国境で日ソ両軍衝突、張鼓峰事件。,1938,,アジア,1,,中国,,,,,,
1938,,5,10/1 ドイツ軍、ズデーテン進駐。,1938,,欧米,2,,独,,,,,,
1938,,5,11/9-11 ナチス・ドイツによるユダヤ人迫害「水晶の夜」。,1938,,欧米,2,,独,,,,,,
1938,,5,3/12 ドイツがオーストリア併合。,1938,,欧米,2,,独,,,,,,
1938,,5,4/1 スペイン内戦でフランコが勝利宣言。,1938,,欧米,2,,西,,,,,,
1938,,5,9/29 ミュンヘン会談。英仏、対ドイツ宥和政策をとる。,1938,,欧米,2,,独,,,,,,
1938,,5,11/3 近衛文麿内閣、東亜新秩序声明。,1938,,日本,1,,日本,,,,,,
1938,,5,1/16 近衛文麿内閣、「国民政府を相手とせず」声明。,1938,,日本,1,,日本,,,,,,
1939,,5,5/11 ノモンハン事件。満州・モンゴル国境で日本軍・ソ連軍が交戦。（9/15停戦）,1939,,アジア,1,,モンゴル:中国,,,,,,
1939,,5,10/3 シャム、国号をタイに変更。,1939,,アジア,2,,タイ,,,,,,
1939,,5,11/30 ソ連＝フィンランド戦争。,1939,,欧米,2,,,,,,,,
1939,,5,12/14 国際連盟、ソ連を除名。,1939,,欧米,2,,,,,,,,
1939,,5,3/15 ドイツ、ベーメン（ボヘミア）・メーレン（モラヴィア）併合。,1939,,欧米,2,,独,,,,,,
1939,,5,3/28 マドリード陥落。スペイン戦争終わる。,1939,,欧米,2,,西,,,,,,
1939,,5,4/7 ムッソリーニ、アルバニア併合。,1939,,欧米,2,,,,,,,,
1939,,5,8/23 独ソ不可侵条約調印。,1939,,欧米,2,,,,,,,,
1939,,5,9/1 ドイツ軍のポーランド侵攻。第二次世界大戦始まる。,1939,,欧米,2,,独,,,,,,
1939,,5,9/17 ソ連軍のポーランド侵攻。,1939,,欧米,2,,露:波,,,,,,
1939,,5,12/26 朝鮮植民地で創氏改名の法令公布。(1940/2/11施行),1939,,日本,1,,日本,,,,,,
1940,,5,3/30 汪兆銘、南京国民政府樹立。,1940,,アジア,1,,中国,,,,,,
1940,,5,5/18 日本軍、本格的な重慶爆撃開始。～９月。,1940,,アジア,1,,中国,,,,,,
1940,,5,9/23 日本軍、北部仏印進駐。,1940,,アジア,1,,中国,,,,,,
1940,,5,11/5 フランクリン・ルーズベルト大統領、三選される。,1940,,欧米,2,,米,,,,,,
1940,,5,3~4 カチンの森事件（ソ連軍によるポーランド将兵の虐殺）。,1940,,欧米,2,,露:波,,,,,,
1940,,5,4/9 ドイツ軍、デンマーク・ノルウェー侵攻。,1940,,欧米,2,,独,,,,,,
1940,,5,5/10 ドイツ軍、オランダ・ベルギー侵攻。,1940,,欧米,2,,独:蘭,,,,,,
1940,,5,5/11 イギリス、チャーチル内閣に交代。,1940,,欧米,2,,英,,,,,,
1940,,5,6/10 イタリア、イギリス・フランスに宣戦。,1940,,欧米,2,,仏:英,,,,,,
1940,,5,6/14 ドイツ軍、パリ占領。,1940,,欧米,2,,独,,,,,,
1940,,5,6/14 ナチス＝ドイツ、アウシュヴィッツ収容所開設。,1940,,欧米,2,,独,,,,,,
1940,,5,6/14 フランスでペタンを国家元首としヴィシー政府成立。,1940,,欧米,2,,仏,,,,,,
1940,,5,6/22 フランス降伏。翌日、ド＝ゴール抗戦声明。,1940,,欧米,2,,仏,,,,,,
1940,,5,6/4 イギリス軍、ダンケルクから撤退。,1940,,欧米,2,,英,,,,,,
1940,,5,7/21 ソ連のバルト三国併合。,1940,,欧米,2,,露,,,,,,
1940,,5,8/3~6 ソ連、バルト三国併合。,1940,,欧米,2,,露,,,,,,
1940,,5,7/22 第二次近衛内閣成立。「大東亜共栄圏」を喧伝,1940,,日本,1,,日本,,,,,,
1940,,5,10/12 大政翼賛会結成。,1940,,日本,1,,日本,,,,,,
1940,,5,11/10 紀元２６００年祝賀行事。,1940,,日本,1,,日本,,,,,,
1940,,5,11/30 汪兆銘政府と日華基本条約締結。,1940,,日本,1,,日本,,,,,,
1940,,5,9/27 日独伊三国同盟締結。,1940,,日本,1,,日本,,,,,,
1941,,5,1/6 フランクリン・ルーズベルト、「四つの自由」演説。,1941,,欧米,2,,米,,,,,,
1941,,5,3/11 アメリカ、武器貸与法成立。,1941,,欧米,2,,米,,,,,,
1941,,5,5/10 ホー・チ＝ミン、ベトナム独立同盟（ベトミン）を結成。,1941,,アジア,2,,ベトナム,,,,,,
1941,,5,6/22 独ソ戦開始。,1941,,欧米,2,,,,,,,,
1941,,5,8/9 チャーチル・ルーズベルト、大西洋憲章。,1941,,欧米,2,,,,,,,,
1941,,5,アメリカの参戦。太平洋戦争始まる。,1941,,欧米,2,,米,,,,,,
1941,,5,4/13 日ソ中立条約調印。,1941,,日本,1,,日本,,,,,,
1941,,5,4/16 日米交渉開始。,1941,,日本,1,,日本,,,,,,
1941,,5,7/28 日本軍、南部仏印進駐。,1941,,日本,1,,日本,,,,,,
1941,,10,12/8 日本軍、真珠湾攻撃、マレー半島占領,1941,,日本,1,,日本,,,,,,
1942,,5,10/10 アメリカ、イギリスが中国との不平等条約撤廃を宣言。→1943/1/11,1942,,アジア,1,,中国,,,,,,
1942,,5,1/1 連合国２６ヵ国による連合国共同宣言。,1942,,欧米,2,,,,,,,,
1942,,5,1/20 ナチス＝ドイツ、ユダヤ人絶滅政策を最終決定。,1942,,欧米,2,,独,,,,,,
1942,,5,7/26 タイ－ビルマ間の泰緬鉄道建設着手。1943/10/25完成。,1942,,アジア,2,,タイ:ミャンマー,,,,,,
1942,,5,8/ ドイツ軍、スターリングラードを包囲。～1943/2/2,1942,,欧米,2,,独,,,,,,
1942,,5,8/13 アメリカ、原子爆弾開発のマンハッタン計画に着手。,1942,,欧米,2,,米,,,,,,
1942,,5,1/10 日本軍、東インド（現インドネシア）に侵攻を開始。,1942,,日本,1,,日本,,,,,,
1942,,5,1/2 日本軍、マニラ入城。,1942,,日本,1,,日本,,,,,,
1942,,5,2/15 日本軍、シンガポール占領。,1942,,日本,1,,日本,,,,,,
1942,,5,3/1 日本軍、ジャワ島上陸。3/9 オランダ軍降伏。,1942,,日本,1,,日本,,,,,,
1942,,5,6/5 ミッドウェー海戦、日本海軍敗北。,1942,,日本,1,,日本,,,,,,
1943,,5,1/11 米英両国、蔣介石政府と不平等条約の撤廃。,1943,,アジア,1,,中国,,,,,,
1943,,5,1/14 カサブランカ会談開催。～2/6,1943,,欧米,2,,,,,,,,
1943,,5,10/19 米英ソ４国外相、国際連合設立のモスクワ宣言。,1943,,欧米,2,,,,,,,,
1943,,5,11/23 カイロ会談開催。,1943,,欧米,2,,,,,,,,
1943,,5,11/28 テヘラン会談開催。,1943,,欧米,2,,,,,,,,
1943,,5,11/5 東京で大東亜会議開催。,1943,,日本,2,,,,,,,,
1943,,5,12/1 連合国首脳、カイロ宣言を発表。,1943,,欧米,2,,,,,,,,
1943,,5,2/2 ドイツ軍、スターリングラードで敗北。,1943,,欧米,2,,独,,,,,,
1943,,5,5/15 コミンテルンの解散を決定。,1943,,欧米,2,,,,,,,,
1943,,5,7/9 連合軍、シチリア島上陸。,1943,,欧米,2,,,,,,,,
1943,,5,9/8 イタリアのバドリオ内閣、降伏。10/13 ドイツに宣戦布告。,1943,,欧米,2,,独,,,,,,
1943,,5,1/9 汪兆銘政府と日華新協定締結。不平等条約の撤廃。,1943,,日本,1,,日本,,,,,,
1943,,5,2/1 日本軍、ガダルカナル撤退。,1943,,日本,1,,日本,,,,,,
1944,,5,10/9 モスクワでチャーチル・スターリン会談。パーセンテージ協定）,1944,,欧米,2,,,,,,,,
1944,,5,6/15 アメリカ軍、サイパン島上陸。7/7　玉砕。,1944,,欧米,2,,米,,,,,,
1944,,5,6/4 連合軍、ローマ解放。,1944,,欧米,2,,ローマ,,,,,,
1944,,5,6/6 連合軍、ノルマンディー上陸作戦。,1944,,欧米,2,,,,,,,,
1944,,5,7/1 ブレトン＝ウッズ会議開催。,1944,,欧米,2,,,,,,,,
1944,,5,8/1 ワルシャワ蜂起　～10/2。,1944,,欧米,2,,,,,,,,
1944,,5,8/21 ダンバートン＝オークス会議開催。,1944,,欧米,2,,,,,,,,
1944,,5,8/25 連合軍、パリを解放。,1944,,欧米,2,,,,,,,,
1945,,1,　GHQ/SCAP占領下,1952,,日本,2,,日本,,,,,,
1945,,5,10/10 双十協定で国共内戦回避で合意。,1945,,欧米,2,,,,,,,,
1945,,5,10/24 国際連合発足。,1945,,欧米,2,,,,,,,,
1945,,5,8/15 日本の無条件降伏、天皇が放送。,1945,,日本,1,,日本,,,,,,
1945,,5,11/20 ニュルンベルク裁判開廷。～46/10/1,1945,,欧米,2,,,,,,,,
1945,,5,2/11 ヤルタ協定成立。,1945,,欧米,2,,,,,,,,
1945,,5,2/13 連合国軍によるドレスデン爆撃。,1945,,欧米,2,,,,,,,,
1945,,5,2/4 ヤルタ会談開催。,1945,,欧米,2,,,,,,,,
1945,,5,4/1 アメリカ軍上陸し沖縄戦開始。～6/23　守備隊全滅。,1945,,欧米,2,,米,,,,,,
1945,,5,4/12 フランクリン・ルーズベルト大統領死去。,1945,,欧米,2,,米,,,,,,
1945,,5,4/25 サンフランシスコ会議開催。6/25 国際連合憲章の採択。,1945,,欧米,2,,,,,,,,
1945,,5,4/28 ムッソリーニ処刑される。,1945,,欧米,2,,伊,,,,,,
1945,,5,4/30 ヒトラー自殺。,1945,,欧米,2,,独,,,,,,
1945,,5,5/7 ドイツの無条件降伏。,1945,,欧米,2,,独,,,,,,
1945,,5,6/26 国際連合憲章、５０ヵ国で調印。,1945,,欧米,2,,,,,,,,
1945,,5,6/5 「四ヵ国宣言」でドイツ４カ国分割占領決定。,1945,,欧米,2,,独,,,,,,
1945,,5,7/17 ポツダム会談開催。～8/2,1945,,欧米,2,,,,,,,,
1945,,5,7/26 ポツダム宣言発表。,1945,,欧米,2,,,,,,,,
1945,,5,8/17 インドネシア共和国、独立宣言。,1945,,アジア,2,,インドネシア,,,,,,
1945,,5,8/2 ポツダム協定。ドイツ分割占領開始、オーデル＝ナイセ線暫定国境など。,1945,,欧米,2,,独,,,,,,
1945,,5,8/6 広島に原爆投下。,1945,,日本,2,,,,,,,,
1945,,5,8/8 ソ連の対日参戦。満州などに侵攻。,1945,,日本,2,,,,,,,,
1945,,5,8/9 長崎に原爆投下。,1945,,日本,2,,,,,,,,
1945,,5,9/2 ベトナム民主共和国独立宣言。ホー＝チ＝ミン大統領就任。,1945,,アジア,2,,ベトナム,,,,,,
1945,,10,8/14 天皇がポツダム宣言受諾する終戦の詔書に署名。,1945,,日本,1,,日本,,,,,,
1945,,5,9/2 連合国に対する降伏文書に署名。,1945,,日本,1,,日本,,,,,,
1945,,5,10/4 ＧＨＱ、日本の民主化五大指令。,1945,,日本,2,,,,,,,,
1945,,20,8/14 中国（国民政府）とソ連、中ソ友好同盟条約を締結。,1945,,アジア,1,,中国,,,,,,
1946,,5,1/10 中国で政治協商会議開催。,1946,,アジア,1,,中国,,,,,,
1946,,5,6/26 中国で第２次国共内戦本格化。,1946,,アジア,1,,中国,,,,,,
1946,,5,1/10 第一回国際連合・総会を開催。,1946,,欧米,2,,,,,,,,
1946,,5,1/17 第一回国連安全保障理事会を開催。,1946,,欧米,2,,,,,,,,
1946,,5,1/20 ド＝ゴール、フランス臨時政府首相を辞任。,1946,,欧米,2,,仏,,,,,,
1946,,5,10/13 フランス、国民投票で第四共和政憲法可決。,1946,,欧米,2,,仏,,,,,,
1946,,5,12/19 インドシナ戦争（第１次）。,1946,,アジア,2,,ベトナム,,,,,,
1946,,5,3/5 チャーチル、「鉄のカーテン」演説。,1946,,欧米,2,,,,,,,,
1946,,5,11/3 日本国憲法公布。,1946,,日本,1,,日本,,,,,,
1946,,5,5/3 極東国際軍事裁判開廷。48/10 結審,1946,,日本,2,,,,,,,,
1946,,5,6/2 イタリアの国民投票で王政廃止。,1946,,欧米,2,,伊,,,,,,
1946,,5,7/4 フィリピン共和国の独立。,1946,,アジア,2,,フィリピン,,,,,,
1946,,5,1/1 昭和天皇が人間宣言。,1946,,日本,1,,日本,,,,,,
1947,,5,5/1 中国、内モンゴル自治区成立。,1947,,アジア,1,,中国,,,,,,
1947,,5,1/1 中華民国憲法公布される。,1947,,アジア,2,,,,,,,,
1947,,5,10/2 インド＝パキスタン戦争（第１次）。,1947,,アジア,2,,印:中東,,,,,,
1947,,5,10/30 関税と貿易に関する一般協定（ＧＡＴＴ）が成立。,1947,,欧米,2,,,,,,,,
1947,,5,10/5 ソ連、東欧諸国コミンフォルムを結成。,1947,,欧米,2,,,,,,,,
1947,,5,11/29 国連総会、パレスチナ分割決議。,1947,,アジア,2,,中東,,,,,,
1947,,5,2/28 台湾で二・二八事件起きる。,1947,,アジア,2,,台湾,,,,,,
1947,,5,3/12 アメリカのトルーマン大統領、トルーマン＝ドクトリン発表。,1947,,欧米,2,,米,,,,,,
1947,,5,6/5 アメリカの国務長官マーシャル、マーシャル＝プランを発表。,1947,,欧米,2,,米,,,,,,
1947,,5,7/21 インドネシア独立戦争、オランダ軍の第１次軍事侵攻。,1947,,アジア,2,,インドネシア,,,,,,
1947,,5,8/15 インドの分離独立。インド連邦とパキスタンが成立。,1947,,アジア,2,,印,,,,,,
1947,,5,9/2 リオ協定（米州共同防衛条約）が成立。,1947,,欧米,2,,,,,,,,
1947,,5,5/3 日本国憲法施行。,1947,,日本,1,,日本,,,,,,
1948,,5,8/15 大韓民国成立。大統領李承晩。,1948,,アジア,1,,韓国,,,,,,
1948,,5,9/9 朝鮮民主主義人民共和国成立。首相金日成。,1948,,アジア,2,,朝鮮,,,,,,
1948,,5,1/30 ガンディー暗殺される。,1948,,アジア,2,,印,,,,,,
1948,,5,1/4 ビルマ連邦正式に独立。,1948,,アジア,2,,ミャンマー,,,,,,
1948,,5,12/10 国連総会で世界人権宣言採択。,1948,,欧米,2,,,,,,,,
1948,,5,12/9 国連総会、ジェノサイド条約採択。,1948,,欧米,2,,,,,,,,
1948,,5,2/5 チェコスロヴァキアのクーデタ、共産党政権成立。,1948,,欧米,2,,,,,,,,
1948,,5,3/17 西ヨーロッパ連合条約を西側５ヵ国で締結。,1948,,欧米,2,,,,,,,,
1948,,5,4/3 朝鮮で済州島四・三事件起きる。,1948,,アジア,2,,韓国,,,,,,
1948,,5,5/14 イスラエル独立宣言。,1948,,アジア,2,,中東,,,,,,
1948,,5,5/15 パレスチナ戦争（第一次中東戦争）。,1948,,アジア,2,,中東,,,,,,
1948,,5,6 南アフリカ連邦でアパルトヘイトという用語が使われるようになる。,1948,,欧米,2,,アフリカ,,,,,,
1948,,5,6/11 アメリカ上院、ヴァンデンバーグ決議。外交政策の転換。,1948,,欧米,2,,米,,,,,,
1948,,5,6/20 ドイツの西側管理地域での通貨改革強行。,1948,,欧米,2,,独,,,,,,
1948,,5,6/24 ソ連、ベルリン封鎖を開始。～49/5/12,1948,,欧米,2,,露,,,,,,
1948,,5,6/28 コミンフォルム、ティトーのユーゴスラヴィア共産党を除名。,1948,,欧米,2,,,,,,,,
1949,,5,10/1 中華人民共和国が成立。,1949,,アジア,1,,中国,,,,,,
1949,,5,11/2 ハーグ協定成立。インドネシア連邦共和国に主権移譲。オランダの植民地支配終わる。,1949,,アジア,2,,インドネシア,,,,,,
1949,,5,12/8 蔣介石は中華民国政府の台湾移動を決定。,1949,,アジア,1,,中国:台湾,,,,,,
1949,,5,5/20 台湾政府、戒厳令を布く。,1949,,アジア,2,,台湾,,,,,,
1949,,5,1/25 ソ連・東欧圏諸国、コメコンを発足。,1949,,欧米,2,,,,,,,,
1949,,5,10/7 ドイツ民主共和国（東ドイツ）成立。,1949,,欧米,2,,独,,,,,,
1949,,5,4/18 イギリス連邦から離脱してアイルランド共和国が成立。,1949,,欧米,2,,英,,,,,,
1949,,5,4/4 北大西洋条約機構（ＮＡＴＯ）発足。,1949,,欧米,2,,,,,,,,
1949,,5,5/23 西ドイツ基本法公布。,1949,,欧米,2,,独,,,,,,
1949,,5,9/25 ソ連の核実験成功を公表。,1949,,欧米,2,,露,,,,,,
1949,,5,9/7 ドイツ連邦共和国（西ドイツ）成立。,1949,,欧米,2,,独,,,,,,
1950,,5,10/19 中国人民義勇軍、鴨緑江を越え北朝鮮軍を支援。,1950,,アジア,1,,中国,,,,,,
1950,,5,6/30 中国、土地改革法を公布。,1950,,アジア,1,,中国,,,,,,
1950,,5,1/26 インド共和国独立。,1950,,アジア,1,,印,,,,,,
1950,,5,2/14 中ソ友好同盟相互援助条約締結。,1950,,アジア,2,,中国:露,,,,,,
1950,,5,6/25 朝鮮戦争勃発。,1950,,アジア,1,,韓国:朝鮮:米,,,,,,
1950,,5,8/17 単独のインドネシア共和国となる。,1950,,アジア,1,,インドネシア,,,,,,
1950,,5,9/15 マッカーサー率いる国連軍、仁川に上陸。,1950,,アジア,2,,韓国,,,,,,
1950,,5,11/3 国連総会、平和のための結集を採択。,1950,,欧米,2,,,,,,,,
1950,,5,5/9 シューマン＝プラン提唱（５月９日、ヨーロッパの日）。,1950,,欧米,2,,,,,,,,
1950,,5,6/3 ヨーロッパ石炭鉄鋼共同体（ＥＣＳＣ）発足。,1950,,欧米,2,,,,,,,,
1950,,5,7/8 マッカーサー、日本の再軍備・警察予備隊設置を指令。,1950,,日本,1,,日本,,,,,,
1951,,5,10/10 アメリカ、相互安全保障法（MSA）制定。,1951,,欧米,2,,米,,,,,,
1951,,5,10/26 英、チャーチル第２次内閣成立。,1951,,欧米,2,,英,,,,,,
1951,,5,9/4 サンフランシスコ講和会議開催。～9/8,1951,,欧米,2,,,,,,,,
1951,,5,9/8 サンフランシスコ平和条約・日米安全保障条約締結。,1951,,欧米,1,,日本:米,,,,,,
1952,,5,4/2 日華平和条約締結。,1952,,アジア,2,,中国,,,,,,
1952,,5,10/3 イギリスが核実験。,1952,,欧米,2,,英,,,,,,
1952,,5,2/20 アメリカでマッカーシズム（赤狩り）盛んになる。,1952,,欧米,2,,米,,,,,,
1952,,5,7/23 エジプト、ナセルらによるエジプト革命。,1952,,欧米,2,,エジプト,,,,,,
